Timestamp,Voltage (V),Current (A),Power (W),Energy (kWh),Status
2025-11-11 07:28:15,233.17,0.795,185.3,5.1e-05,ON
2025-11-11 07:28:20,241.85,0.737,178.2,0.000101,ON
2025-11-11 07:28:25,237.36,0.992,235.4,0.000166,ON
2025-11-11 07:28:30,240.53,0.995,239.3,0.000233,ON
2025-11-11 07:28:35,238.18,1.037,247.0,0.000301,ON
2025-11-11 07:28:40,237.39,1.026,243.5,0.000369,ON
2025-11-11 07:28:45,239.44,0.812,194.3,0.000423,ON
2025-11-11 07:28:50,240.54,0.815,196.0,0.000478,ON
2025-11-11 07:28:55,238.34,0.708,168.6,0.000524,ON
2025-11-11 07:29:00,238.09,1.031,245.4,0.000593,ON
2025-11-11 07:29:05,241.25,0.767,184.9,0.000644,ON
2025-11-11 07:29:10,237.73,0.885,210.3,0.000702,ON
2025-11-11 07:29:15,239.25,0.801,191.7,0.000756,ON
2025-11-11 07:29:20,235.56,0.939,221.2,0.000817,ON
2025-11-11 07:29:25,236.37,0.93,219.7,0.000878,ON
2025-11-11 07:29:30,235.16,0.969,227.9,0.000941,ON
2025-11-11 07:29:35,0.0,0.0,0.0,0.000941,OFF
2025-11-11 07:29:40,235.32,1.035,243.5,0.001009,ON
2025-11-11 07:29:45,238.0,0.967,230.1,0.001073,ON
2025-11-11 07:29:50,236.88,0.916,217.0,0.001133,ON
2025-11-11 07:29:55,236.46,1.082,256.0,0.001204,ON
2025-11-11 07:30:00,234.9,0.862,202.5,0.001261,ON
2025-11-11 07:30:05,238.11,1.082,257.7,0.001332,ON
2025-11-11 07:30:10,240.69,0.941,226.5,0.001395,ON
2025-11-11 07:30:15,239.93,0.798,191.6,0.001448,ON
2025-11-11 07:30:20,239.4,0.992,237.4,0.001514,ON
2025-11-11 07:30:25,235.81,1.066,251.3,0.001584,ON
2025-11-11 07:30:30,237.95,0.909,216.3,0.001644,ON
2025-11-11 07:30:35,239.49,0.921,220.6,0.001705,ON
2025-11-11 07:30:40,0.0,0.0,0.0,0.001705,OFF
2025-11-11 07:30:45,236.38,1.056,249.7,0.001775,ON
2025-11-11 07:30:50,242.02,0.838,202.7,0.001831,ON
2025-11-11 07:30:55,242.13,0.739,178.9,0.001881,ON
2025-11-11 07:31:00,235.13,0.95,223.5,0.001943,ON
2025-11-11 07:31:05,233.27,0.832,194.1,0.001997,ON
2025-11-11 07:31:10,237.29,0.965,229.0,0.00206,ON
2025-11-11 07:31:15,238.22,0.819,195.2,0.002115,ON
2025-11-11 07:31:20,241.63,0.727,175.8,0.002163,ON
2025-11-11 07:31:25,240.59,0.74,178.0,0.002213,ON
2025-11-11 07:31:30,236.55,0.844,199.7,0.002268,ON
2025-11-11 07:31:35,242.76,1.006,244.2,0.002336,ON
2025-11-11 07:31:40,242.7,0.902,219.0,0.002397,ON
2025-11-11 07:31:45,234.86,0.953,223.7,0.002459,ON
2025-11-11 07:31:50,238.06,0.942,224.3,0.002521,ON
2025-11-11 07:31:55,237.25,0.98,232.4,0.002586,ON
2025-11-11 07:32:00,235.96,0.729,172.0,0.002634,ON
2025-11-11 07:32:05,236.66,0.95,224.9,0.002696,ON
2025-11-11 07:32:10,234.47,1.093,256.3,0.002767,ON
2025-11-11 07:32:15,238.74,0.822,196.2,0.002822,ON
2025-11-11 07:32:20,241.74,0.833,201.2,0.002878,ON
2025-11-11 07:32:25,239.05,0.723,172.8,0.002926,ON
2025-11-11 07:32:30,237.24,0.8,189.9,0.002979,ON
2025-11-11 07:32:35,242.21,0.994,240.9,0.003045,ON
2025-11-11 07:32:40,236.04,0.902,212.9,0.003105,ON
2025-11-11 07:32:45,238.03,1.004,239.0,0.003171,ON
2025-11-11 07:32:50,237.76,0.753,179.0,0.003221,ON
2025-11-11 07:32:55,240.57,0.882,212.1,0.00328,ON
2025-11-11 07:33:00,242.46,0.708,171.7,0.003327,ON
2025-11-11 07:33:05,240.8,1.1,264.9,0.003401,ON
2025-11-11 07:33:10,234.71,0.763,179.0,0.003451,ON
2025-11-11 07:33:15,238.54,0.716,170.7,0.003498,ON
2025-11-11 07:33:20,235.15,0.828,194.6,0.003552,ON
2025-11-11 07:33:25,234.23,0.923,216.2,0.003612,ON
2025-11-11 07:33:30,235.47,0.972,228.9,0.003676,ON
2025-11-11 07:33:35,0.0,0.0,0.0,0.003676,OFF
2025-11-11 07:33:40,235.53,0.767,180.6,0.003726,ON
2025-11-11 07:33:45,240.83,0.928,223.5,0.003788,ON
2025-11-11 07:33:50,237.93,1.099,261.5,0.003861,ON
2025-11-11 07:33:55,239.68,0.82,196.4,0.003915,ON
2025-11-11 07:34:00,236.34,0.8,189.1,0.003968,ON
2025-11-11 07:34:05,234.03,0.964,225.7,0.00403,ON
2025-11-11 07:34:10,237.75,0.724,172.0,0.004078,ON
2025-11-11 07:34:15,0.0,0.0,0.0,0.004078,OFF
2025-11-11 07:34:20,234.05,0.93,217.6,0.004139,ON
2025-11-11 07:34:25,236.01,0.918,216.7,0.004199,ON
2025-11-11 07:34:30,238.61,0.931,222.2,0.004261,ON
2025-11-11 07:34:35,234.64,0.915,214.8,0.00432,ON
2025-11-11 07:34:40,240.19,0.7,168.2,0.004367,ON
2025-11-11 07:34:45,239.01,0.761,181.9,0.004417,ON
2025-11-11 07:34:50,237.45,0.821,195.0,0.004472,ON
2025-11-11 07:34:55,238.61,1.038,247.7,0.00454,ON
2025-11-11 07:35:00,234.94,0.983,231.0,0.004605,ON
2025-11-11 07:35:05,233.55,0.745,173.9,0.004653,ON
2025-11-11 07:35:10,237.71,0.894,212.5,0.004712,ON
2025-11-11 07:35:15,238.46,0.882,210.2,0.00477,ON
2025-11-11 07:35:20,235.34,0.967,227.5,0.004834,ON
2025-11-11 07:35:25,239.55,0.822,196.8,0.004888,ON
2025-11-11 07:35:30,242.2,0.897,217.3,0.004949,ON
2025-11-11 07:35:35,0.0,0.0,0.0,0.004949,OFF
2025-11-11 07:35:40,235.46,0.913,215.0,0.005008,ON
2025-11-11 07:35:45,233.15,0.877,204.6,0.005065,ON
2025-11-11 07:35:50,238.1,0.909,216.5,0.005125,ON
2025-11-11 07:35:55,235.5,0.924,217.5,0.005186,ON
2025-11-11 07:36:00,242.04,0.903,218.7,0.005246,ON
2025-11-11 07:36:05,241.51,0.977,236.0,0.005312,ON
2025-11-11 07:36:10,237.68,1.006,239.2,0.005378,ON
2025-11-11 07:36:15,241.14,1.032,248.9,0.005448,ON
2025-11-11 07:36:20,239.17,0.972,232.4,0.005512,ON
2025-11-11 07:36:25,237.47,1.054,250.2,0.005582,ON
2025-11-11 07:36:30,237.25,0.9,213.6,0.005641,ON
