Timestamp,Voltage (V),Current (A),Power (W),Energy (kWh),Status
2025-11-11 07:28:15,237.72,1.099,261.3,7.3e-05,ON
2025-11-11 07:28:20,238.72,0.882,210.5,0.000131,ON
2025-11-11 07:28:25,238.76,0.807,192.7,0.000185,ON
2025-11-11 07:28:30,236.37,0.972,229.7,0.000248,ON
2025-11-11 07:28:35,242.53,0.825,200.0,0.000304,ON
2025-11-11 07:28:40,242.97,1.09,265.0,0.000378,ON
2025-11-11 07:28:45,236.38,0.817,193.2,0.000431,ON
2025-11-11 07:28:50,241.21,0.745,179.8,0.000481,ON
2025-11-11 07:28:55,234.35,0.744,174.4,0.00053,ON
2025-11-11 07:29:00,240.56,0.825,198.6,0.000585,ON
2025-11-11 07:29:05,238.26,0.784,186.7,0.000637,ON
2025-11-11 07:29:10,234.7,0.846,198.5,0.000692,ON
2025-11-11 07:29:15,237.0,0.841,199.3,0.000747,ON
2025-11-11 07:29:20,240.04,0.799,191.9,0.0008,ON
2025-11-11 07:29:25,236.41,0.827,195.5,0.000855,ON
2025-11-11 07:29:30,238.4,0.97,231.3,0.000919,ON
2025-11-11 07:29:35,239.93,0.783,187.9,0.000971,ON
2025-11-11 07:29:40,239.03,0.992,237.1,0.001037,ON
2025-11-11 07:29:45,242.47,0.993,240.9,0.001104,ON
2025-11-11 07:29:50,235.02,0.955,224.3,0.001166,ON
2025-11-11 07:29:55,239.23,0.854,204.3,0.001223,ON
2025-11-11 07:30:00,238.46,0.863,205.8,0.00128,ON
2025-11-11 07:30:05,241.3,0.997,240.5,0.001347,ON
2025-11-11 07:30:10,241.36,0.868,209.6,0.001405,ON
2025-11-11 07:30:15,0.0,0.0,0.0,0.001405,OFF
2025-11-11 07:30:20,236.15,0.779,184.0,0.001456,ON
2025-11-11 07:30:25,239.93,0.895,214.8,0.001516,ON
2025-11-11 07:30:30,234.96,0.917,215.5,0.001576,ON
2025-11-11 07:30:35,240.22,0.807,193.7,0.00163,ON
2025-11-11 07:30:40,235.72,0.775,182.6,0.00168,ON
2025-11-11 07:30:45,233.96,0.946,221.4,0.001742,ON
2025-11-11 07:30:50,242.4,0.812,196.8,0.001797,ON
2025-11-11 07:30:55,236.07,1.059,249.9,0.001866,ON
2025-11-11 07:31:00,0.0,0.0,0.0,0.001866,OFF
2025-11-11 07:31:05,235.05,0.941,221.3,0.001927,ON
2025-11-11 07:31:10,233.63,0.97,226.7,0.00199,ON
2025-11-11 07:31:15,241.66,1.058,255.8,0.002061,ON
2025-11-11 07:31:20,242.01,1.092,264.3,0.002135,ON
2025-11-11 07:31:25,236.74,0.707,167.5,0.002181,ON
2025-11-11 07:31:30,235.13,0.951,223.6,0.002243,ON
2025-11-11 07:31:35,0.0,0.0,0.0,0.002243,OFF
2025-11-11 07:31:40,240.08,0.943,226.4,0.002306,ON
2025-11-11 07:31:45,235.64,0.706,166.4,0.002353,ON
2025-11-11 07:31:50,234.16,0.719,168.3,0.002399,ON
2025-11-11 07:31:55,241.42,0.783,189.0,0.002452,ON
2025-11-11 07:32:00,0.0,0.0,0.0,0.002452,OFF
2025-11-11 07:32:05,238.72,0.984,234.9,0.002517,ON
