Timestamp,Voltage (V),Current (A),Power (W),Energy (kWh),Status
2025-11-11 07:28:15,233.74,0.954,223.0,6.2e-05,ON
2025-11-11 07:28:20,235.46,0.994,234.0,0.000127,ON
2025-11-11 07:28:25,239.77,0.839,201.3,0.000183,ON
2025-11-11 07:28:30,234.42,0.725,170.0,0.00023,ON
2025-11-11 07:28:35,238.25,0.993,236.5,0.000296,ON
2025-11-11 07:28:40,240.06,0.948,227.5,0.000359,ON
2025-11-11 07:28:45,240.57,0.997,239.8,0.000426,ON
2025-11-11 07:28:50,240.22,0.988,237.4,0.000492,ON
2025-11-11 07:28:55,239.86,0.967,232.0,0.000556,ON
2025-11-11 07:29:00,237.88,0.986,234.6,0.000621,ON
2025-11-11 07:29:05,233.74,0.961,224.6,0.000684,ON
2025-11-11 07:29:10,238.6,0.865,206.3,0.000741,ON
2025-11-11 07:29:15,240.51,1.041,250.4,0.00081,ON
2025-11-11 07:29:20,240.15,1.002,240.6,0.000877,ON
2025-11-11 07:29:25,235.0,0.951,223.4,0.000939,ON
2025-11-11 07:29:30,0.0,0.0,0.0,0.000939,OFF
2025-11-11 07:29:35,242.7,0.9,218.4,0.001,ON
2025-11-11 07:29:40,234.29,1.097,256.9,0.001071,ON
2025-11-11 07:29:45,235.36,1.064,250.5,0.001141,ON
2025-11-11 07:29:50,236.4,0.791,186.9,0.001193,ON
2025-11-11 07:29:55,241.43,0.835,201.6,0.001249,ON
2025-11-11 07:30:00,236.04,0.747,176.3,0.001298,ON
2025-11-11 07:30:05,236.34,0.987,233.2,0.001363,ON
2025-11-11 07:30:10,236.79,0.985,233.3,0.001427,ON
2025-11-11 07:30:15,236.89,0.838,198.4,0.001483,ON
2025-11-11 07:30:20,237.95,0.889,211.5,0.001541,ON
2025-11-11 07:30:25,237.23,1.093,259.3,0.001613,ON
2025-11-11 07:30:30,236.69,0.977,231.3,0.001678,ON
2025-11-11 07:30:35,241.76,0.971,234.7,0.001743,ON
2025-11-11 07:30:40,240.0,0.703,168.8,0.00179,ON
2025-11-11 07:30:45,242.17,0.798,193.2,0.001843,ON
2025-11-11 07:30:50,236.01,0.829,195.8,0.001898,ON
2025-11-11 07:30:55,239.1,0.8,191.2,0.001951,ON
2025-11-11 07:31:00,233.08,1.067,248.8,0.00202,ON
2025-11-11 07:31:05,241.01,1.001,241.2,0.002087,ON
2025-11-11 07:31:10,235.43,0.744,175.2,0.002136,ON
2025-11-11 07:31:15,237.6,0.834,198.1,0.002191,ON
2025-11-11 07:31:20,238.76,0.907,216.5,0.002251,ON
2025-11-11 07:31:25,236.95,0.912,216.2,0.002311,ON
2025-11-11 07:31:30,241.23,0.855,206.3,0.002368,ON
2025-11-11 07:31:35,237.35,0.873,207.2,0.002426,ON
2025-11-11 07:31:40,242.55,0.994,241.1,0.002493,ON
2025-11-11 07:31:45,0.0,0.0,0.0,0.002493,OFF
2025-11-11 07:31:50,235.18,0.729,171.5,0.00254,ON
2025-11-11 07:31:55,233.48,1.002,234.0,0.002605,ON
2025-11-11 07:32:00,233.46,0.891,208.0,0.002663,ON
2025-11-11 07:32:05,240.33,0.867,208.3,0.002721,ON
2025-11-11 07:32:10,238.05,1.026,244.1,0.002789,ON
2025-11-11 07:32:15,238.7,0.818,195.2,0.002843,ON
2025-11-11 07:32:20,236.09,1.073,253.3,0.002913,ON
2025-11-11 07:32:25,240.82,0.867,208.8,0.002971,ON
2025-11-11 07:32:30,236.25,0.986,233.0,0.003036,ON
2025-11-11 07:32:35,239.93,0.903,216.7,0.003096,ON
2025-11-11 07:32:40,241.81,0.745,180.0,0.003146,ON
2025-11-11 07:32:45,239.47,0.722,172.8,0.003194,ON
2025-11-11 07:32:50,236.85,1.043,247.0,0.003263,ON
2025-11-11 07:32:55,235.68,0.707,166.6,0.003309,ON
2025-11-11 07:33:00,236.21,1.041,245.8,0.003377,ON
2025-11-11 07:33:05,239.96,0.977,234.5,0.003443,ON
2025-11-11 07:33:10,240.52,1.032,248.3,0.003512,ON
2025-11-11 07:33:15,237.09,0.814,193.0,0.003565,ON
2025-11-11 07:33:20,240.35,0.817,196.4,0.00362,ON
2025-11-11 07:33:25,240.3,0.741,178.0,0.003669,ON
2025-11-11 07:33:30,237.05,0.804,190.6,0.003722,ON
2025-11-11 07:33:35,240.78,0.932,224.3,0.003784,ON
2025-11-11 07:33:40,238.46,0.776,185.1,0.003836,ON
2025-11-11 07:33:45,239.03,1.052,251.5,0.003906,ON
2025-11-11 07:33:50,238.35,0.948,226.0,0.003968,ON
2025-11-11 07:33:55,240.48,1.037,249.4,0.004038,ON
2025-11-11 07:34:00,238.76,1.088,259.7,0.00411,ON
2025-11-11 07:34:05,241.42,0.937,226.2,0.004173,ON
2025-11-11 07:34:10,239.58,0.98,234.8,0.004238,ON
2025-11-11 07:34:15,238.69,1.025,244.6,0.004306,ON
2025-11-11 07:34:20,238.33,0.912,217.3,0.004366,ON
2025-11-11 07:34:25,235.94,0.769,181.4,0.004417,ON
2025-11-11 07:34:30,236.12,1.036,244.6,0.004485,ON
2025-11-11 07:34:35,236.77,0.737,174.5,0.004533,ON
2025-11-11 07:34:40,233.43,0.915,213.5,0.004592,ON
2025-11-11 07:34:45,236.21,0.742,175.2,0.004641,ON
2025-11-11 07:34:50,238.86,0.707,168.9,0.004688,ON
2025-11-11 07:34:55,238.76,0.998,238.2,0.004754,ON
2025-11-11 07:35:00,238.64,0.956,228.1,0.004817,ON
2025-11-11 07:35:05,240.95,0.777,187.3,0.004869,ON
2025-11-11 07:35:10,237.72,1.059,251.8,0.004939,ON
2025-11-11 07:35:15,240.18,1.016,243.9,0.005007,ON
2025-11-11 07:35:20,237.94,0.989,235.2,0.005072,ON
2025-11-11 07:35:25,239.44,0.706,168.9,0.005119,ON
2025-11-11 07:35:30,236.37,0.758,179.2,0.005169,ON
2025-11-11 07:35:35,236.45,0.801,189.5,0.005222,ON
2025-11-11 07:35:40,233.62,1.03,240.7,0.005289,ON
2025-11-11 07:35:45,233.39,1.046,244.1,0.005356,ON
2025-11-11 07:35:50,238.75,1.023,244.3,0.005424,ON
2025-11-11 07:35:55,237.93,0.768,182.6,0.005475,ON
2025-11-11 07:36:00,237.94,0.846,201.3,0.005531,ON
2025-11-11 07:36:05,236.75,0.862,204.2,0.005588,ON
2025-11-11 07:36:10,235.2,0.76,178.6,0.005637,ON
2025-11-11 07:36:15,236.0,0.855,201.7,0.005693,ON
2025-11-11 07:36:20,233.24,0.972,226.8,0.005756,ON
2025-11-11 07:36:25,233.73,0.991,231.5,0.005821,ON
2025-11-11 07:36:30,242.6,0.853,206.9,0.005878,ON
