Timestamp,Voltage (V),Current (A),Power (W),Energy (kWh),Status
2025-11-11 07:28:15,241.53,0.965,233.1,6.5e-05,ON
2025-11-11 07:28:20,241.22,0.91,219.5,0.000126,ON
2025-11-11 07:28:25,237.16,0.779,184.7,0.000177,ON
2025-11-11 07:28:30,240.04,1.048,251.5,0.000247,ON
2025-11-11 07:28:35,236.48,0.835,197.5,0.000302,ON
2025-11-11 07:28:40,237.94,0.835,198.6,0.000357,ON
2025-11-11 07:28:45,234.38,0.861,201.9,0.000413,ON
2025-11-11 07:28:50,240.01,0.935,224.5,0.000475,ON
2025-11-11 07:28:55,234.66,1.032,242.1,0.000543,ON
2025-11-11 07:29:00,242.9,1.082,262.9,0.000616,ON
2025-11-11 07:29:05,238.34,0.786,187.4,0.000668,ON
2025-11-11 07:29:10,239.82,0.723,173.3,0.000716,ON
2025-11-11 07:29:15,242.59,0.809,196.3,0.00077,ON
2025-11-11 07:29:20,235.51,0.958,225.6,0.000833,ON
2025-11-11 07:29:25,242.45,0.972,235.5,0.000898,ON
2025-11-11 07:29:30,240.07,0.82,196.9,0.000953,ON
2025-11-11 07:29:35,239.87,1.075,257.9,0.001025,ON
2025-11-11 07:29:40,241.03,0.962,231.9,0.001089,ON
2025-11-11 07:29:45,235.02,0.72,169.2,0.001136,ON
2025-11-11 07:29:50,235.12,0.998,234.7,0.001201,ON
2025-11-11 07:29:55,236.89,0.857,203.1,0.001258,ON
2025-11-11 07:30:00,237.04,1.048,248.4,0.001327,ON
2025-11-11 07:30:05,239.27,1.075,257.2,0.001398,ON
2025-11-11 07:30:10,241.46,0.969,234.1,0.001463,ON
2025-11-11 07:30:15,238.69,0.882,210.6,0.001522,ON
2025-11-11 07:30:20,235.38,0.908,213.6,0.001581,ON
2025-11-11 07:30:25,237.55,0.799,189.8,0.001634,ON
2025-11-11 07:30:30,238.43,1.063,253.5,0.001704,ON
2025-11-11 07:30:35,234.6,0.76,178.3,0.001754,ON
2025-11-11 07:30:40,241.91,0.903,218.5,0.001815,ON
2025-11-11 07:30:45,238.99,0.849,202.9,0.001871,ON
2025-11-11 07:30:50,238.99,0.947,226.3,0.001934,ON
2025-11-11 07:30:55,241.12,0.964,232.5,0.001998,ON
2025-11-11 07:31:00,237.64,0.989,235.1,0.002064,ON
2025-11-11 07:31:05,242.35,1.096,265.7,0.002137,ON
2025-11-11 07:31:10,240.16,1.01,242.7,0.002205,ON
2025-11-11 07:31:15,236.77,1.031,244.1,0.002273,ON
2025-11-11 07:31:20,0.0,0.0,0.0,0.002273,OFF
2025-11-11 07:31:25,242.07,0.882,213.4,0.002332,ON
2025-11-11 07:31:30,234.22,1.063,249.1,0.002401,ON
2025-11-11 07:31:35,241.57,0.983,237.5,0.002467,ON
2025-11-11 07:31:40,242.04,1.005,243.3,0.002535,ON
2025-11-11 07:31:45,236.03,0.98,231.4,0.002599,ON
2025-11-11 07:31:50,241.5,1.082,261.4,0.002672,ON
2025-11-11 07:31:55,235.15,0.969,227.9,0.002735,ON
2025-11-11 07:32:00,234.33,0.736,172.4,0.002783,ON
2025-11-11 07:32:05,240.72,0.797,191.8,0.002836,ON
2025-11-11 07:32:10,234.27,0.975,228.5,0.0029,ON
2025-11-11 07:32:15,240.04,0.821,197.0,0.002954,ON
2025-11-11 07:32:20,234.75,0.936,219.8,0.003015,ON
2025-11-11 07:32:25,236.27,0.828,195.5,0.00307,ON
2025-11-11 07:32:30,234.07,0.796,186.3,0.003121,ON
2025-11-11 07:32:35,242.61,0.895,217.2,0.003182,ON
2025-11-11 07:32:40,242.76,0.722,175.2,0.00323,ON
2025-11-11 07:32:45,238.3,0.722,171.9,0.003278,ON
2025-11-11 07:32:50,239.04,1.053,251.8,0.003348,ON
2025-11-11 07:32:55,236.56,0.777,183.9,0.003399,ON
2025-11-11 07:33:00,240.88,0.837,201.6,0.003455,ON
2025-11-11 07:33:05,241.32,0.821,198.2,0.00351,ON
2025-11-11 07:33:10,240.5,0.711,170.9,0.003558,ON
2025-11-11 07:33:15,0.0,0.0,0.0,0.003558,OFF
2025-11-11 07:33:20,241.55,0.885,213.8,0.003617,ON
2025-11-11 07:33:25,237.09,0.97,230.0,0.003681,ON
2025-11-11 07:33:30,233.36,0.767,179.0,0.003731,ON
2025-11-11 07:33:35,239.2,1.064,254.5,0.003801,ON
2025-11-11 07:33:40,241.52,1.077,260.0,0.003874,ON
2025-11-11 07:33:45,236.23,0.927,218.9,0.003934,ON
2025-11-11 07:33:50,239.61,0.776,185.8,0.003986,ON
2025-11-11 07:33:55,233.74,0.928,217.0,0.004046,ON
2025-11-11 07:34:00,242.71,0.934,226.6,0.004109,ON
2025-11-11 07:34:05,0.0,0.0,0.0,0.004109,OFF
2025-11-11 07:34:10,242.38,0.853,206.7,0.004167,ON
2025-11-11 07:34:15,242.24,0.988,239.4,0.004233,ON
2025-11-11 07:34:20,238.52,0.989,235.9,0.004299,ON
2025-11-11 07:34:25,234.92,1.091,256.3,0.00437,ON
2025-11-11 07:34:30,241.79,0.979,236.7,0.004436,ON
2025-11-11 07:34:35,236.04,0.886,209.1,0.004494,ON
2025-11-11 07:34:40,237.44,1.034,245.5,0.004562,ON
2025-11-11 07:34:45,241.22,0.98,236.3,0.004628,ON
2025-11-11 07:34:50,235.33,0.977,229.8,0.004691,ON
2025-11-11 07:34:55,237.06,1.001,237.2,0.004757,ON
2025-11-11 07:35:00,235.54,0.751,176.9,0.004806,ON
2025-11-11 07:35:05,233.73,0.718,167.8,0.004853,ON
2025-11-11 07:35:10,237.56,0.946,224.6,0.004915,ON
2025-11-11 07:35:15,236.47,1.041,246.1,0.004984,ON
2025-11-11 07:35:20,240.48,0.922,221.7,0.005045,ON
2025-11-11 07:35:25,234.85,0.793,186.3,0.005097,ON
2025-11-11 07:35:30,242.75,0.873,212.0,0.005156,ON
2025-11-11 07:35:35,234.95,1.055,248.0,0.005225,ON
2025-11-11 07:35:40,233.97,0.722,169.0,0.005272,ON
2025-11-11 07:35:45,234.33,1.08,253.0,0.005342,ON
2025-11-11 07:35:50,241.68,0.774,187.1,0.005394,ON
2025-11-11 07:35:55,235.71,1.089,256.8,0.005465,ON
2025-11-11 07:36:00,235.04,0.929,218.4,0.005526,ON
2025-11-11 07:36:05,0.0,0.0,0.0,0.005526,OFF
2025-11-11 07:36:10,234.75,1.058,248.5,0.005595,ON
2025-11-11 07:36:15,235.36,0.732,172.3,0.005643,ON
2025-11-11 07:36:20,242.08,1.044,252.7,0.005713,ON
2025-11-11 07:36:25,242.63,0.866,210.1,0.005772,ON
2025-11-11 07:36:30,237.14,0.904,214.3,0.005831,ON
