Timestamp,Voltage (V),Current (A),Power (W),Energy (kWh),Status
2025-11-11 07:28:15,233.93,1.082,253.1,7e-05,ON
2025-11-11 07:28:20,237.43,0.974,231.2,0.000135,ON
2025-11-11 07:28:25,0.0,0.0,0.0,0.000135,OFF
2025-11-11 07:28:30,240.23,0.943,226.6,0.000197,ON
2025-11-11 07:28:35,236.2,1.021,241.1,0.000264,ON
2025-11-11 07:28:40,236.73,0.722,171.0,0.000312,ON
2025-11-11 07:28:45,236.21,0.746,176.2,0.000361,ON
2025-11-11 07:28:50,241.03,0.916,220.9,0.000422,ON
2025-11-11 07:28:55,234.57,0.957,224.5,0.000485,ON
2025-11-11 07:29:00,233.89,0.839,196.3,0.000539,ON
2025-11-11 07:29:05,234.27,0.742,173.9,0.000587,ON
2025-11-11 07:29:10,237.25,0.976,231.4,0.000652,ON
2025-11-11 07:29:15,241.63,0.841,203.3,0.000708,ON
2025-11-11 07:29:20,237.29,0.955,226.7,0.000771,ON
2025-11-11 07:29:25,240.46,0.751,180.5,0.000821,ON
2025-11-11 07:29:30,239.8,0.986,236.5,0.000887,ON
2025-11-11 07:29:35,241.71,0.931,224.9,0.000949,ON
2025-11-11 07:29:40,240.54,0.801,192.6,0.001003,ON
2025-11-11 07:29:45,239.93,0.973,233.5,0.001068,ON
2025-11-11 07:29:50,241.97,0.876,212.0,0.001127,ON
2025-11-11 07:29:55,235.23,0.869,204.4,0.001183,ON
2025-11-11 07:30:00,235.8,1.013,238.9,0.00125,ON
2025-11-11 07:30:05,0.0,0.0,0.0,0.00125,OFF
2025-11-11 07:30:10,235.04,0.896,210.5,0.001308,ON
2025-11-11 07:30:15,236.84,1.019,241.3,0.001375,ON
2025-11-11 07:30:20,233.04,1.046,243.8,0.001443,ON
2025-11-11 07:30:25,238.03,1.017,242.1,0.00151,ON
2025-11-11 07:30:30,236.95,1.041,246.6,0.001579,ON
2025-11-11 07:30:35,237.1,0.748,177.4,0.001628,ON
2025-11-11 07:30:40,236.97,0.88,208.4,0.001686,ON
2025-11-11 07:30:45,236.5,0.931,220.3,0.001747,ON
2025-11-11 07:30:50,236.74,0.79,186.9,0.001799,ON
2025-11-11 07:30:55,239.39,1.094,261.9,0.001872,ON
2025-11-11 07:31:00,240.06,0.788,189.1,0.001924,ON
2025-11-11 07:31:05,237.84,0.749,178.0,0.001974,ON
2025-11-11 07:31:10,241.19,0.771,185.9,0.002025,ON
2025-11-11 07:31:15,240.47,0.8,192.5,0.002079,ON
2025-11-11 07:31:20,237.66,1.059,251.7,0.002149,ON
2025-11-11 07:31:25,234.41,0.927,217.3,0.002209,ON
2025-11-11 07:31:30,233.97,1.086,254.2,0.00228,ON
2025-11-11 07:31:35,233.04,0.941,219.4,0.002341,ON
2025-11-11 07:31:40,235.83,0.95,223.9,0.002403,ON
2025-11-11 07:31:45,239.65,0.768,184.0,0.002454,ON
2025-11-11 07:31:50,240.47,1.001,240.8,0.002521,ON
2025-11-11 07:31:55,236.24,0.793,187.4,0.002573,ON
2025-11-11 07:32:00,239.7,0.704,168.8,0.00262,ON
2025-11-11 07:32:05,242.96,1.01,245.5,0.002688,ON
2025-11-11 07:32:10,242.47,1.055,255.9,0.002759,ON
2025-11-11 07:32:15,235.89,0.919,216.8,0.002819,ON
2025-11-11 07:32:20,242.82,1.097,266.3,0.002893,ON
2025-11-11 07:32:25,240.46,1.044,251.0,0.002963,ON
2025-11-11 07:32:30,241.87,0.881,213.1,0.003022,ON
2025-11-11 07:32:35,240.03,0.996,239.0,0.003089,ON
2025-11-11 07:32:40,235.24,0.94,221.1,0.00315,ON
2025-11-11 07:32:45,236.48,0.743,175.6,0.003199,ON
2025-11-11 07:32:50,238.66,0.804,191.9,0.003252,ON
2025-11-11 07:32:55,237.52,0.889,211.0,0.003311,ON
2025-11-11 07:33:00,236.96,0.847,200.8,0.003367,ON
2025-11-11 07:33:05,234.55,0.946,222.0,0.003428,ON
2025-11-11 07:33:10,241.42,0.875,211.2,0.003487,ON
2025-11-11 07:33:15,0.0,0.0,0.0,0.003487,OFF
2025-11-11 07:33:20,241.83,0.835,202.0,0.003543,ON
2025-11-11 07:33:25,236.74,1.071,253.6,0.003613,ON
2025-11-11 07:33:30,241.71,1.083,261.9,0.003686,ON
2025-11-11 07:33:35,242.4,0.887,215.1,0.003746,ON
2025-11-11 07:33:40,241.0,1.032,248.7,0.003815,ON
2025-11-11 07:33:45,239.05,0.759,181.5,0.003865,ON
2025-11-11 07:33:50,235.4,0.744,175.2,0.003914,ON
2025-11-11 07:33:55,241.96,0.966,233.7,0.003979,ON
2025-11-11 07:34:00,233.46,0.986,230.2,0.004043,ON
2025-11-11 07:34:05,241.17,1.092,263.4,0.004116,ON
2025-11-11 07:34:10,236.6,0.883,208.8,0.004174,ON
2025-11-11 07:34:15,0.0,0.0,0.0,0.004174,OFF
2025-11-11 07:34:20,238.38,0.825,196.8,0.004229,ON
2025-11-11 07:34:25,235.55,1.04,245.1,0.004297,ON
2025-11-11 07:34:30,233.79,1.052,245.9,0.004365,ON
2025-11-11 07:34:35,242.12,1.013,245.2,0.004433,ON
2025-11-11 07:34:40,238.5,0.853,203.5,0.00449,ON
2025-11-11 07:34:45,238.63,1.018,242.9,0.004557,ON
2025-11-11 07:34:50,239.39,0.909,217.7,0.004618,ON
2025-11-11 07:34:55,236.92,1.069,253.4,0.004688,ON
2025-11-11 07:35:00,241.04,1.061,255.9,0.004759,ON
2025-11-11 07:35:05,242.47,0.981,237.8,0.004825,ON
2025-11-11 07:35:10,242.34,1.004,243.2,0.004893,ON
2025-11-11 07:35:15,240.02,0.851,204.2,0.00495,ON
2025-11-11 07:35:20,235.4,0.757,178.3,0.004999,ON
2025-11-11 07:35:25,235.93,0.855,201.8,0.005055,ON
2025-11-11 07:35:30,242.31,0.834,202.0,0.005111,ON
2025-11-11 07:35:35,242.85,0.825,200.4,0.005167,ON
2025-11-11 07:35:40,238.82,0.762,181.9,0.005218,ON
2025-11-11 07:35:45,239.9,0.878,210.6,0.005276,ON
2025-11-11 07:35:50,242.24,0.838,203.1,0.005332,ON
2025-11-11 07:35:55,238.78,0.718,171.5,0.00538,ON
2025-11-11 07:36:00,242.71,0.99,240.3,0.005447,ON
2025-11-11 07:36:05,240.12,1.094,262.7,0.00552,ON
2025-11-11 07:36:10,240.91,1.049,252.8,0.00559,ON
2025-11-11 07:36:15,239.47,0.869,208.1,0.005648,ON
2025-11-11 07:36:20,242.2,0.85,205.9,0.005705,ON
2025-11-11 07:36:25,234.81,0.782,183.6,0.005756,ON
