Timestamp,Voltage (V),Current (A),Power (W),Energy (kWh),Status
2025-11-11 07:28:15,242.63,0.938,227.5,6.3e-05,ON
2025-11-11 07:28:20,241.81,1.08,261.1,0.000136,ON
2025-11-11 07:28:25,0.0,0.0,0.0,0.000136,OFF
2025-11-11 07:28:30,235.0,0.958,225.2,0.000198,ON
2025-11-11 07:28:35,234.29,0.997,233.6,0.000263,ON
2025-11-11 07:28:40,238.6,1.023,244.1,0.000331,ON
2025-11-11 07:28:45,234.15,0.716,167.8,0.000378,ON
2025-11-11 07:28:50,242.17,0.892,216.1,0.000438,ON
2025-11-11 07:28:55,238.23,0.842,200.6,0.000493,ON
2025-11-11 07:29:00,238.22,0.858,204.4,0.00055,ON
2025-11-11 07:29:05,234.83,0.762,178.9,0.0006,ON
2025-11-11 07:29:10,236.74,0.796,188.4,0.000652,ON
2025-11-11 07:29:15,242.21,0.978,236.8,0.000718,ON
2025-11-11 07:29:20,237.42,0.814,193.4,0.000772,ON
2025-11-11 07:29:25,235.17,0.739,173.8,0.00082,ON
2025-11-11 07:29:30,241.14,0.77,185.6,0.000871,ON
2025-11-11 07:29:35,235.39,0.751,176.8,0.000921,ON
2025-11-11 07:29:40,235.31,0.728,171.2,0.000968,ON
2025-11-11 07:29:45,241.46,1.064,256.9,0.00104,ON
2025-11-11 07:29:50,235.43,1.059,249.2,0.001109,ON
2025-11-11 07:29:55,241.36,1.011,244.1,0.001177,ON
2025-11-11 07:30:00,235.63,0.857,201.9,0.001233,ON
2025-11-11 07:30:05,239.95,1.069,256.5,0.001304,ON
2025-11-11 07:30:10,233.69,0.967,225.9,0.001367,ON
2025-11-11 07:30:15,242.77,0.938,227.8,0.00143,ON
2025-11-11 07:30:20,239.71,0.752,180.3,0.00148,ON
2025-11-11 07:30:25,240.2,0.731,175.6,0.001529,ON
2025-11-11 07:30:30,234.68,0.882,206.9,0.001586,ON
2025-11-11 07:30:35,234.95,0.743,174.5,0.001635,ON
2025-11-11 07:30:40,242.74,0.702,170.4,0.001682,ON
2025-11-11 07:30:45,238.28,0.926,220.7,0.001743,ON
2025-11-11 07:30:50,237.96,0.952,226.6,0.001806,ON
2025-11-11 07:30:55,237.06,0.807,191.3,0.001859,ON
