Timestamp,Voltage (V),Current (A),Power (W),Energy (kWh),Status
2025-11-11 07:28:15,241.5,1.073,259.0,7.2e-05,ON
2025-11-11 07:28:20,233.45,1.089,254.3,0.000143,ON
2025-11-11 07:28:25,236.8,1.059,250.8,0.000212,ON
2025-11-11 07:28:30,233.19,0.875,204.0,0.000269,ON
2025-11-11 07:28:35,238.55,0.992,236.7,0.000335,ON
2025-11-11 07:28:40,239.95,0.792,190.1,0.000387,ON
2025-11-11 07:28:45,241.0,1.07,257.8,0.000459,ON
2025-11-11 07:28:50,240.65,0.921,221.7,0.000521,ON
2025-11-11 07:28:55,235.79,0.945,222.8,0.000583,ON
2025-11-11 07:29:00,241.02,1.048,252.5,0.000653,ON
2025-11-11 07:29:05,240.29,0.898,215.7,0.000713,ON
2025-11-11 07:29:10,236.24,0.812,191.8,0.000766,ON
2025-11-11 07:29:15,242.18,0.965,233.7,0.000831,ON
2025-11-11 07:29:20,237.66,1.089,258.7,0.000903,ON
2025-11-11 07:29:25,0.0,0.0,0.0,0.000903,OFF
2025-11-11 07:29:30,233.84,0.836,195.6,0.000957,ON
2025-11-11 07:29:35,235.45,1.07,251.9,0.001027,ON
2025-11-11 07:29:40,235.96,0.821,193.7,0.001081,ON
2025-11-11 07:29:45,235.47,0.755,177.7,0.00113,ON
2025-11-11 07:29:50,237.57,1.063,252.5,0.0012,ON
2025-11-11 07:29:55,237.69,0.952,226.3,0.001263,ON
2025-11-11 07:30:00,239.2,0.793,189.7,0.001316,ON
2025-11-11 07:30:05,240.67,0.874,210.3,0.001374,ON
2025-11-11 07:30:10,233.99,1.024,239.6,0.001441,ON
2025-11-11 07:30:15,242.45,0.974,236.1,0.001506,ON
2025-11-11 07:30:20,240.49,0.982,236.1,0.001572,ON
2025-11-11 07:30:25,242.09,0.94,227.6,0.001635,ON
2025-11-11 07:30:30,237.42,1.097,260.4,0.001708,ON
2025-11-11 07:30:35,234.28,1.003,234.9,0.001773,ON
2025-11-11 07:30:40,241.21,1.063,256.3,0.001844,ON
2025-11-11 07:30:45,240.61,0.785,189.0,0.001897,ON
2025-11-11 07:30:50,233.07,0.831,193.7,0.00195,ON
2025-11-11 07:30:55,242.04,0.909,220.1,0.002011,ON
2025-11-11 07:31:00,234.74,0.798,187.3,0.002063,ON
2025-11-11 07:31:05,233.7,1.087,254.1,0.002134,ON
2025-11-11 07:31:10,234.05,0.792,185.3,0.002186,ON
2025-11-11 07:31:15,240.5,0.865,208.0,0.002243,ON
2025-11-11 07:31:20,238.06,0.992,236.2,0.002309,ON
2025-11-11 07:31:25,235.97,0.702,165.6,0.002355,ON
2025-11-11 07:31:30,240.91,0.898,216.2,0.002415,ON
2025-11-11 07:31:35,239.82,0.764,183.1,0.002466,ON
2025-11-11 07:31:40,0.0,0.0,0.0,0.002466,OFF
2025-11-11 07:31:45,238.45,0.83,198.0,0.002521,ON
2025-11-11 07:31:50,236.02,0.946,223.2,0.002583,ON
2025-11-11 07:31:55,234.05,0.768,179.8,0.002633,ON
2025-11-11 07:32:00,236.19,0.881,208.0,0.002691,ON
2025-11-11 07:32:05,237.04,0.804,190.5,0.002743,ON
2025-11-11 07:32:10,237.85,0.957,227.7,0.002807,ON
2025-11-11 07:32:15,236.56,0.702,166.0,0.002853,ON
2025-11-11 07:32:20,233.12,0.79,184.1,0.002904,ON
2025-11-11 07:32:25,238.0,0.968,230.4,0.002968,ON
2025-11-11 07:32:30,0.0,0.0,0.0,0.002968,OFF
2025-11-11 07:32:35,238.64,0.949,226.6,0.003031,ON
2025-11-11 07:32:40,236.01,0.945,223.0,0.003093,ON
2025-11-11 07:32:45,237.25,0.747,177.3,0.003142,ON
2025-11-11 07:32:50,239.44,1.004,240.5,0.003209,ON
2025-11-11 07:32:55,239.73,0.871,208.8,0.003267,ON
2025-11-11 07:33:00,233.63,1.026,239.8,0.003334,ON
