Timestamp,Voltage (V),Current (A),Power (W),Energy (kWh),Status
2025-11-11 07:28:15,237.25,1.015,240.9,6.7e-05,ON
2025-11-11 07:28:20,235.46,0.86,202.4,0.000123,ON
2025-11-11 07:28:25,238.99,1.07,255.8,0.000194,ON
2025-11-11 07:28:30,234.68,0.741,174.0,0.000243,ON
2025-11-11 07:28:35,237.5,0.944,224.2,0.000305,ON
2025-11-11 07:28:40,236.43,0.756,178.7,0.000354,ON
2025-11-11 07:28:45,241.85,0.95,229.7,0.000418,ON
2025-11-11 07:28:50,235.41,1.0,235.3,0.000484,ON
2025-11-11 07:28:55,240.35,1.08,259.6,0.000556,ON
2025-11-11 07:29:00,240.16,0.79,189.8,0.000608,ON
2025-11-11 07:29:05,235.23,0.929,218.4,0.000669,ON
2025-11-11 07:29:10,235.58,1.007,237.3,0.000735,ON
2025-11-11 07:29:15,233.19,1.051,245.2,0.000803,ON
2025-11-11 07:29:20,241.1,1.071,258.2,0.000875,ON
2025-11-11 07:29:25,233.64,0.747,174.5,0.000923,ON
2025-11-11 07:29:30,233.84,1.067,249.5,0.000993,ON
2025-11-11 07:29:35,242.29,1.061,257.0,0.001064,ON
2025-11-11 07:29:40,238.19,1.052,250.7,0.001134,ON
2025-11-11 07:29:45,241.55,1.021,246.7,0.001202,ON
2025-11-11 07:29:50,236.19,0.81,191.3,0.001255,ON
2025-11-11 07:29:55,0.0,0.0,0.0,0.001255,OFF
2025-11-11 07:30:00,241.88,0.974,235.5,0.001321,ON
2025-11-11 07:30:05,237.35,0.905,214.8,0.00138,ON
2025-11-11 07:30:10,237.37,0.822,195.2,0.001435,ON
2025-11-11 07:30:15,237.6,0.809,192.2,0.001488,ON
2025-11-11 07:30:20,235.3,0.916,215.6,0.001548,ON
2025-11-11 07:30:25,237.15,1.061,251.5,0.001618,ON
2025-11-11 07:30:30,234.17,0.866,202.9,0.001674,ON
2025-11-11 07:30:35,233.59,0.801,187.2,0.001726,ON
2025-11-11 07:30:40,239.32,1.002,239.9,0.001793,ON
2025-11-11 07:30:45,240.72,1.068,257.2,0.001864,ON
2025-11-11 07:30:50,238.58,0.862,205.7,0.001921,ON
2025-11-11 07:30:55,239.82,0.965,231.4,0.001986,ON
2025-11-11 07:31:00,237.02,0.906,214.7,0.002045,ON
2025-11-11 07:31:05,238.52,0.718,171.3,0.002093,ON
2025-11-11 07:31:10,239.11,1.099,262.9,0.002166,ON
2025-11-11 07:31:15,233.92,1.093,255.8,0.002237,ON
2025-11-11 07:31:20,235.81,0.968,228.4,0.0023,ON
2025-11-11 07:31:25,235.47,1.008,237.3,0.002366,ON
2025-11-11 07:31:30,233.16,0.915,213.2,0.002425,ON
2025-11-11 07:31:35,238.98,0.795,189.9,0.002478,ON
2025-11-11 07:31:40,0.0,0.0,0.0,0.002478,OFF
2025-11-11 07:31:45,242.24,1.015,245.9,0.002546,ON
2025-11-11 07:31:50,0.0,0.0,0.0,0.002546,OFF
2025-11-11 07:31:55,236.45,0.728,172.1,0.002594,ON
2025-11-11 07:32:00,239.52,0.887,212.4,0.002653,ON
2025-11-11 07:32:05,238.47,0.839,200.1,0.002709,ON
2025-11-11 07:32:10,236.25,0.986,232.8,0.002774,ON
2025-11-11 07:32:15,235.05,1.05,246.7,0.002842,ON
2025-11-11 07:32:20,238.09,0.941,224.0,0.002904,ON
2025-11-11 07:32:25,238.34,0.717,171.0,0.002952,ON
2025-11-11 07:32:30,234.8,0.862,202.3,0.003008,ON
2025-11-11 07:32:35,234.84,1.015,238.4,0.003074,ON
2025-11-11 07:32:40,238.04,0.781,186.0,0.003126,ON
2025-11-11 07:32:45,238.53,0.883,210.7,0.003184,ON
2025-11-11 07:32:50,233.07,0.793,184.8,0.003236,ON
2025-11-11 07:32:55,235.94,0.838,197.7,0.003291,ON
2025-11-11 07:33:00,241.08,0.805,194.0,0.003345,ON
2025-11-11 07:33:05,238.98,0.952,227.5,0.003408,ON
2025-11-11 07:33:10,234.96,0.912,214.3,0.003467,ON
2025-11-11 07:33:15,237.54,0.723,171.8,0.003515,ON
2025-11-11 07:33:20,233.75,1.03,240.8,0.003582,ON
