Timestamp,Voltage (V),Current (A),Power (W),Energy (kWh),Status
2025-11-11 07:28:15,238.73,1.049,250.4,7e-05,ON
2025-11-11 07:28:20,242.67,1.008,244.6,0.000137,ON
2025-11-11 07:28:25,241.47,0.705,170.1,0.000185,ON
2025-11-11 07:28:30,236.77,0.965,228.5,0.000248,ON
2025-11-11 07:28:35,234.64,1.095,256.9,0.00032,ON
2025-11-11 07:28:40,242.78,0.914,221.9,0.000381,ON
2025-11-11 07:28:45,235.35,0.787,185.2,0.000433,ON
2025-11-11 07:28:50,238.74,0.801,191.3,0.000486,ON
2025-11-11 07:28:55,240.26,0.88,211.4,0.000545,ON
2025-11-11 07:29:00,236.28,1.061,250.6,0.000614,ON
2025-11-11 07:29:05,233.77,0.873,204.0,0.000671,ON
2025-11-11 07:29:10,239.95,0.884,212.1,0.00073,ON
2025-11-11 07:29:15,233.48,0.84,196.1,0.000784,ON
2025-11-11 07:29:20,234.57,1.026,240.7,0.000851,ON
2025-11-11 07:29:25,241.45,0.939,226.8,0.000914,ON
2025-11-11 07:29:30,238.47,0.999,238.2,0.00098,ON
2025-11-11 07:29:35,233.5,1.023,238.8,0.001047,ON
2025-11-11 07:29:40,233.98,0.805,188.3,0.001099,ON
2025-11-11 07:29:45,233.5,1.031,240.8,0.001166,ON
2025-11-11 07:29:50,237.55,0.741,176.1,0.001215,ON
2025-11-11 07:29:55,233.22,0.707,164.9,0.001261,ON
2025-11-11 07:30:00,242.82,0.873,212.0,0.001319,ON
2025-11-11 07:30:05,242.26,0.798,193.2,0.001373,ON
2025-11-11 07:30:10,239.47,0.908,217.3,0.001433,ON
2025-11-11 07:30:15,241.37,0.877,211.8,0.001492,ON
2025-11-11 07:30:20,237.13,0.891,211.4,0.001551,ON
2025-11-11 07:30:25,242.09,0.75,181.5,0.001601,ON
2025-11-11 07:30:30,238.99,0.747,178.6,0.001651,ON
2025-11-11 07:30:35,234.59,0.731,171.5,0.001699,ON
2025-11-11 07:30:40,234.83,0.831,195.1,0.001753,ON
2025-11-11 07:30:45,237.43,0.725,172.1,0.001801,ON
2025-11-11 07:30:50,236.19,1.098,259.4,0.001873,ON
2025-11-11 07:30:55,239.42,0.739,177.0,0.001922,ON
2025-11-11 07:31:00,239.26,0.938,224.3,0.001984,ON
2025-11-11 07:31:05,238.94,0.99,236.6,0.00205,ON
2025-11-11 07:31:10,238.62,0.743,177.4,0.002099,ON
2025-11-11 07:31:15,234.61,1.019,239.0,0.002166,ON
2025-11-11 07:31:20,241.67,0.803,194.2,0.00222,ON
2025-11-11 07:31:25,241.23,1.015,244.8,0.002288,ON
2025-11-11 07:31:30,236.95,1.011,239.6,0.002354,ON
2025-11-11 07:31:35,238.84,1.007,240.5,0.002421,ON
2025-11-11 07:31:40,241.36,0.77,185.8,0.002473,ON
2025-11-11 07:31:45,238.87,0.724,172.9,0.002521,ON
2025-11-11 07:31:50,238.26,0.877,208.9,0.002579,ON
