Timestamp,Voltage (V),Current (A),Power (W),Energy (kWh),Status
2025-11-11 07:28:15,235.47,0.711,167.5,4.7e-05,ON
2025-11-11 07:28:20,242.72,0.931,226.0,0.000109,ON
2025-11-11 07:28:25,242.99,0.807,196.1,0.000164,ON
2025-11-11 07:28:30,234.97,0.986,231.8,0.000228,ON
2025-11-11 07:28:35,234.02,0.917,214.6,0.000288,ON
2025-11-11 07:28:40,236.27,1.042,246.2,0.000356,ON
2025-11-11 07:28:45,235.29,0.756,177.8,0.000406,ON
2025-11-11 07:28:50,238.02,0.737,175.5,0.000454,ON
2025-11-11 07:28:55,234.85,0.956,224.6,0.000517,ON
2025-11-11 07:29:00,241.06,1.018,245.5,0.000585,ON
2025-11-11 07:29:05,235.37,1.094,257.5,0.000656,ON
2025-11-11 07:29:10,235.95,0.718,169.4,0.000703,ON
2025-11-11 07:29:15,0.0,0.0,0.0,0.000703,OFF
2025-11-11 07:29:20,238.18,1.082,257.8,0.000775,ON
2025-11-11 07:29:25,242.56,1.039,251.9,0.000845,ON
2025-11-11 07:29:30,235.14,0.912,214.4,0.000905,ON
2025-11-11 07:29:35,242.71,0.771,187.0,0.000957,ON
2025-11-11 07:29:40,233.35,0.827,193.0,0.00101,ON
2025-11-11 07:29:45,234.29,0.835,195.7,0.001065,ON
2025-11-11 07:29:50,242.74,1.045,253.7,0.001135,ON
2025-11-11 07:29:55,241.68,0.838,202.4,0.001191,ON
2025-11-11 07:30:00,0.0,0.0,0.0,0.001191,OFF
2025-11-11 07:30:05,0.0,0.0,0.0,0.001191,OFF
2025-11-11 07:30:10,238.51,0.745,177.7,0.001241,ON
2025-11-11 07:30:15,238.85,1.043,249.1,0.00131,ON
2025-11-11 07:30:20,241.74,1.04,251.3,0.00138,ON
2025-11-11 07:30:25,236.83,0.833,197.3,0.001434,ON
2025-11-11 07:30:30,238.8,0.796,190.1,0.001487,ON
2025-11-11 07:30:35,237.47,0.891,211.6,0.001546,ON
2025-11-11 07:30:40,236.1,0.964,227.6,0.001609,ON
2025-11-11 07:30:45,242.32,0.864,209.4,0.001667,ON
2025-11-11 07:30:50,235.55,0.787,185.3,0.001719,ON
2025-11-11 07:30:55,240.03,0.757,181.8,0.001769,ON
2025-11-11 07:31:00,240.22,0.946,227.2,0.001833,ON
2025-11-11 07:31:05,241.87,0.785,189.8,0.001885,ON
2025-11-11 07:31:10,239.1,0.841,201.0,0.001941,ON
2025-11-11 07:31:15,237.84,0.907,215.7,0.002001,ON
2025-11-11 07:31:20,241.12,0.802,193.4,0.002055,ON
2025-11-11 07:31:25,235.35,1.012,238.2,0.002121,ON
2025-11-11 07:31:30,235.48,1.094,257.6,0.002192,ON
2025-11-11 07:31:35,238.71,1.025,244.6,0.00226,ON
2025-11-11 07:31:40,240.16,0.902,216.6,0.00232,ON
2025-11-11 07:31:45,234.81,0.96,225.4,0.002383,ON
2025-11-11 07:31:50,241.29,0.982,237.0,0.002449,ON
2025-11-11 07:31:55,242.54,0.814,197.5,0.002504,ON
2025-11-11 07:32:00,234.3,0.853,199.8,0.002559,ON
2025-11-11 07:32:05,240.92,0.979,235.7,0.002625,ON
2025-11-11 07:32:10,0.0,0.0,0.0,0.002625,OFF
2025-11-11 07:32:15,241.78,1.036,250.5,0.002694,ON
2025-11-11 07:32:20,242.16,1.014,245.5,0.002763,ON
2025-11-11 07:32:25,239.0,0.738,176.3,0.002812,ON
2025-11-11 07:32:30,236.21,0.766,181.0,0.002862,ON
2025-11-11 07:32:35,238.07,1.092,259.9,0.002934,ON
2025-11-11 07:32:40,240.21,1.029,247.3,0.003003,ON
2025-11-11 07:32:45,234.05,0.955,223.5,0.003065,ON
2025-11-11 07:32:50,236.63,0.72,170.4,0.003112,ON
2025-11-11 07:32:55,0.0,0.0,0.0,0.003112,OFF
2025-11-11 07:33:00,241.21,0.79,190.6,0.003165,ON
2025-11-11 07:33:05,235.29,0.786,184.8,0.003216,ON
2025-11-11 07:33:10,235.63,0.949,223.7,0.003278,ON
2025-11-11 07:33:15,233.76,0.952,222.6,0.00334,ON
2025-11-11 07:33:20,242.37,0.8,194.0,0.003394,ON
2025-11-11 07:33:25,233.11,0.935,217.9,0.003455,ON
2025-11-11 07:33:30,239.67,0.735,176.1,0.003504,ON
2025-11-11 07:33:35,240.59,0.707,170.2,0.003551,ON
2025-11-11 07:33:40,238.89,0.775,185.3,0.003602,ON
2025-11-11 07:33:45,239.62,0.997,238.9,0.003669,ON
2025-11-11 07:33:50,233.16,0.759,177.0,0.003718,ON
2025-11-11 07:33:55,233.26,0.708,165.2,0.003764,ON
2025-11-11 07:34:00,241.06,0.852,205.5,0.003821,ON
2025-11-11 07:34:05,237.75,0.844,200.7,0.003877,ON
2025-11-11 07:34:10,240.21,0.926,222.5,0.003938,ON
2025-11-11 07:34:15,242.12,1.062,257.1,0.00401,ON
2025-11-11 07:34:20,235.14,1.098,258.2,0.004082,ON
2025-11-11 07:34:25,234.17,0.907,212.5,0.004141,ON
2025-11-11 07:34:30,233.7,0.822,192.1,0.004194,ON
2025-11-11 07:34:35,241.38,0.733,177.0,0.004243,ON
2025-11-11 07:34:40,236.4,0.867,205.0,0.0043,ON
2025-11-11 07:34:45,236.54,1.095,259.0,0.004372,ON
2025-11-11 07:34:50,238.27,1.043,248.6,0.004441,ON
2025-11-11 07:34:55,240.7,0.803,193.2,0.004495,ON
2025-11-11 07:35:00,238.4,0.836,199.4,0.00455,ON
2025-11-11 07:35:05,234.56,0.808,189.4,0.004603,ON
2025-11-11 07:35:10,0.0,0.0,0.0,0.004603,OFF
2025-11-11 07:35:15,233.92,0.937,219.2,0.004664,ON
2025-11-11 07:35:20,236.45,0.978,231.3,0.004728,ON
2025-11-11 07:35:25,233.75,0.978,228.6,0.004791,ON
2025-11-11 07:35:30,235.64,0.729,171.8,0.004839,ON
2025-11-11 07:35:35,242.14,0.817,197.8,0.004894,ON
2025-11-11 07:35:40,236.78,1.07,253.5,0.004964,ON
2025-11-11 07:35:45,240.24,0.728,174.9,0.005013,ON
2025-11-11 07:35:50,239.89,0.858,205.7,0.00507,ON
2025-11-11 07:35:55,238.23,1.091,259.9,0.005142,ON
2025-11-11 07:36:00,241.34,0.918,221.7,0.005204,ON
2025-11-11 07:36:05,236.5,1.042,246.5,0.005272,ON
2025-11-11 07:36:10,235.03,0.897,210.8,0.005331,ON
2025-11-11 07:36:15,240.58,0.976,234.9,0.005396,ON
2025-11-11 07:36:20,241.87,0.849,205.4,0.005453,ON
2025-11-11 07:36:25,236.75,0.707,167.3,0.0055,ON
2025-11-11 07:36:30,233.93,0.866,202.5,0.005556,ON
