Timestamp,Voltage (V),Current (A),Power (W),Energy (kWh),Status
2025-11-11 07:28:15,240.06,0.869,208.7,5.8e-05,ON
2025-11-11 07:28:20,241.07,1.091,263.1,0.000131,ON
2025-11-11 07:28:25,233.93,1.012,236.8,0.000197,ON
2025-11-11 07:28:30,238.93,1.009,241.0,0.000264,ON
2025-11-11 07:28:35,242.51,0.931,225.8,0.000326,ON
2025-11-11 07:28:40,237.21,0.762,180.9,0.000377,ON
2025-11-11 07:28:45,239.74,1.094,262.4,0.00045,ON
2025-11-11 07:28:50,240.83,0.922,222.1,0.000511,ON
2025-11-11 07:28:55,240.63,1.076,259.0,0.000583,ON
2025-11-11 07:29:00,233.88,0.708,165.5,0.000629,ON
2025-11-11 07:29:05,0.0,0.0,0.0,0.000629,OFF
2025-11-11 07:29:10,236.25,1.049,247.8,0.000698,ON
2025-11-11 07:29:15,239.12,0.893,213.6,0.000757,ON
2025-11-11 07:29:20,233.83,0.958,224.0,0.00082,ON
2025-11-11 07:29:25,238.02,0.814,193.7,0.000873,ON
2025-11-11 07:29:30,234.05,0.75,175.6,0.000922,ON
2025-11-11 07:29:35,234.25,0.829,194.3,0.000976,ON
2025-11-11 07:29:40,240.62,0.956,230.0,0.00104,ON
2025-11-11 07:29:45,233.23,0.999,233.0,0.001105,ON
2025-11-11 07:29:50,237.3,0.777,184.5,0.001156,ON
2025-11-11 07:29:55,0.0,0.0,0.0,0.001156,OFF
2025-11-11 07:30:00,238.14,1.034,246.1,0.001224,ON
2025-11-11 07:30:05,233.08,0.768,178.9,0.001274,ON
2025-11-11 07:30:10,235.16,0.888,208.7,0.001332,ON
2025-11-11 07:30:15,242.09,1.002,242.5,0.001399,ON
2025-11-11 07:30:20,242.28,0.969,234.7,0.001465,ON
2025-11-11 07:30:25,234.65,1.035,242.8,0.001532,ON
2025-11-11 07:30:30,236.7,0.72,170.4,0.001579,ON
2025-11-11 07:30:35,234.97,0.894,210.0,0.001638,ON
2025-11-11 07:30:40,233.08,0.94,219.1,0.001699,ON
2025-11-11 07:30:45,236.1,0.748,176.5,0.001748,ON
2025-11-11 07:30:50,233.16,0.997,232.5,0.001812,ON
2025-11-11 07:30:55,238.35,0.735,175.3,0.001861,ON
2025-11-11 07:31:00,233.3,0.83,193.7,0.001915,ON
2025-11-11 07:31:05,241.39,0.968,233.6,0.00198,ON
2025-11-11 07:31:10,239.94,0.924,221.7,0.002041,ON
2025-11-11 07:31:15,242.18,0.701,169.9,0.002088,ON
2025-11-11 07:31:20,237.15,0.795,188.6,0.002141,ON
2025-11-11 07:31:25,0.0,0.0,0.0,0.002141,OFF
2025-11-11 07:31:30,234.28,1.028,240.8,0.002208,ON
2025-11-11 07:31:35,239.57,0.869,208.3,0.002265,ON
2025-11-11 07:31:40,237.39,0.789,187.4,0.002318,ON
2025-11-11 07:31:45,238.02,0.72,171.3,0.002365,ON
2025-11-11 07:31:50,0.0,0.0,0.0,0.002365,OFF
2025-11-11 07:31:55,237.06,0.892,211.4,0.002424,ON
2025-11-11 07:32:00,233.88,0.724,169.4,0.002471,ON
2025-11-11 07:32:05,240.2,1.044,250.8,0.002541,ON
2025-11-11 07:32:10,233.25,0.861,200.8,0.002596,ON
2025-11-11 07:32:15,241.05,1.039,250.5,0.002666,ON
2025-11-11 07:32:20,0.0,0.0,0.0,0.002666,OFF
2025-11-11 07:32:25,236.28,0.96,226.8,0.002729,ON
2025-11-11 07:32:30,240.06,0.907,217.8,0.002789,ON
2025-11-11 07:32:35,0.0,0.0,0.0,0.002789,OFF
2025-11-11 07:32:40,242.05,0.709,171.6,0.002837,ON
2025-11-11 07:32:45,233.95,1.018,238.1,0.002903,ON
2025-11-11 07:32:50,233.63,0.973,227.4,0.002966,ON
2025-11-11 07:32:55,235.17,0.716,168.3,0.003013,ON
2025-11-11 07:33:00,236.49,0.724,171.3,0.003061,ON
2025-11-11 07:33:05,234.59,0.705,165.4,0.003107,ON
2025-11-11 07:33:10,236.62,0.943,223.2,0.003169,ON
2025-11-11 07:33:15,240.44,0.701,168.4,0.003215,ON
2025-11-11 07:33:20,242.31,0.75,181.8,0.003266,ON
2025-11-11 07:33:25,242.06,1.077,260.7,0.003338,ON
2025-11-11 07:33:30,236.31,0.803,189.6,0.003391,ON
2025-11-11 07:33:35,233.2,0.99,230.9,0.003455,ON
2025-11-11 07:33:40,238.27,1.009,240.3,0.003522,ON
2025-11-11 07:33:45,242.63,0.924,224.2,0.003584,ON
2025-11-11 07:33:50,242.56,0.862,209.2,0.003642,ON
2025-11-11 07:33:55,238.54,0.926,220.8,0.003704,ON
2025-11-11 07:34:00,239.9,1.09,261.5,0.003776,ON
2025-11-11 07:34:05,242.43,1.067,258.6,0.003848,ON
2025-11-11 07:34:10,237.85,0.775,184.4,0.003899,ON
2025-11-11 07:34:15,241.67,0.812,196.2,0.003954,ON
2025-11-11 07:34:20,233.97,0.834,195.2,0.004008,ON
2025-11-11 07:34:25,242.53,0.833,201.9,0.004064,ON
2025-11-11 07:34:30,241.51,0.993,239.9,0.004131,ON
2025-11-11 07:34:35,234.36,1.04,243.7,0.004199,ON
2025-11-11 07:34:40,234.8,0.828,194.5,0.004253,ON
2025-11-11 07:34:45,236.61,0.812,192.2,0.004306,ON
2025-11-11 07:34:50,234.57,1.015,238.1,0.004372,ON
2025-11-11 07:34:55,234.4,0.91,213.2,0.004431,ON
2025-11-11 07:35:00,240.73,1.053,253.5,0.004502,ON
2025-11-11 07:35:05,241.8,0.923,223.2,0.004564,ON
2025-11-11 07:35:10,237.86,0.754,179.3,0.004613,ON
2025-11-11 07:35:15,240.2,0.973,233.7,0.004678,ON
2025-11-11 07:35:20,0.0,0.0,0.0,0.004678,OFF
