Timestamp,Voltage (V),Current (A),Power (W),Energy (kWh),Status
2025-11-11 07:28:15,0.0,0.0,0.0,0.0,OFF
2025-11-11 07:28:20,241.96,0.756,183.0,5.1e-05,ON
2025-11-11 07:28:25,239.01,0.902,215.6,0.000111,ON
2025-11-11 07:28:30,236.32,0.775,183.1,0.000162,ON
2025-11-11 07:28:35,233.2,1.055,246.0,0.00023,ON
2025-11-11 07:28:40,238.45,1.038,247.5,0.000299,ON
2025-11-11 07:28:45,235.45,0.84,197.8,0.000354,ON
2025-11-11 07:28:50,237.62,0.879,208.8,0.000412,ON
2025-11-11 07:28:55,236.4,0.94,222.3,0.000473,ON
2025-11-11 07:29:00,233.88,0.995,232.6,0.000538,ON
2025-11-11 07:29:05,236.42,0.973,230.0,0.000602,ON
2025-11-11 07:29:10,237.06,0.771,182.8,0.000653,ON
2025-11-11 07:29:15,234.13,0.981,229.7,0.000716,ON
2025-11-11 07:29:20,241.86,0.734,177.6,0.000766,ON
2025-11-11 07:29:25,233.45,0.744,173.6,0.000814,ON
2025-11-11 07:29:30,237.94,1.094,260.2,0.000886,ON
2025-11-11 07:29:35,234.22,1.087,254.7,0.000957,ON
2025-11-11 07:29:40,233.81,0.974,227.8,0.00102,ON
2025-11-11 07:29:45,235.83,0.804,189.5,0.001073,ON
2025-11-11 07:29:50,235.1,0.927,217.9,0.001133,ON
2025-11-11 07:29:55,237.58,0.798,189.5,0.001186,ON
2025-11-11 07:30:00,239.79,0.845,202.7,0.001242,ON
2025-11-11 07:30:05,233.53,0.905,211.4,0.001301,ON
2025-11-11 07:30:10,242.88,0.754,183.2,0.001352,ON
2025-11-11 07:30:15,238.33,0.929,221.4,0.001414,ON
2025-11-11 07:30:20,240.81,1.042,251.0,0.001483,ON
2025-11-11 07:30:25,236.67,0.929,219.8,0.001544,ON
2025-11-11 07:30:30,235.13,1.09,256.3,0.001615,ON
2025-11-11 07:30:35,233.33,0.93,217.0,0.001676,ON
2025-11-11 07:30:40,238.07,1.083,257.9,0.001747,ON
2025-11-11 07:30:45,242.97,0.817,198.5,0.001803,ON
2025-11-11 07:30:50,238.18,1.076,256.4,0.001874,ON
2025-11-11 07:30:55,235.02,0.726,170.5,0.001921,ON
2025-11-11 07:31:00,237.02,1.011,239.7,0.001988,ON
2025-11-11 07:31:05,235.78,0.82,193.3,0.002041,ON
2025-11-11 07:31:10,241.99,1.052,254.5,0.002112,ON
2025-11-11 07:31:15,233.37,1.078,251.6,0.002182,ON
2025-11-11 07:31:20,240.42,0.752,180.8,0.002232,ON
2025-11-11 07:31:25,234.22,0.731,171.2,0.00228,ON
2025-11-11 07:31:30,233.96,0.8,187.1,0.002332,ON
2025-11-11 07:31:35,242.47,1.069,259.1,0.002404,ON
2025-11-11 07:31:40,237.41,0.891,211.5,0.002462,ON
2025-11-11 07:31:45,234.5,0.991,232.4,0.002527,ON
2025-11-11 07:31:50,235.59,0.745,175.6,0.002576,ON
2025-11-11 07:31:55,236.62,0.741,175.3,0.002624,ON
2025-11-11 07:32:00,241.12,0.781,188.3,0.002677,ON
2025-11-11 07:32:05,240.61,0.994,239.1,0.002743,ON
2025-11-11 07:32:10,239.53,0.974,233.4,0.002808,ON
2025-11-11 07:32:15,241.83,1.095,264.9,0.002882,ON
2025-11-11 07:32:20,234.51,0.913,214.1,0.002941,ON
2025-11-11 07:32:25,239.18,0.841,201.2,0.002997,ON
2025-11-11 07:32:30,236.63,0.718,169.8,0.003044,ON
2025-11-11 07:32:35,240.02,0.764,183.5,0.003095,ON
2025-11-11 07:32:40,241.29,0.709,171.0,0.003143,ON
2025-11-11 07:32:45,238.95,0.91,217.5,0.003203,ON
2025-11-11 07:32:50,241.22,0.903,217.9,0.003264,ON
2025-11-11 07:32:55,234.92,0.82,192.6,0.003317,ON
2025-11-11 07:33:00,233.01,1.033,240.7,0.003384,ON
2025-11-11 07:33:05,240.99,0.75,180.7,0.003434,ON
2025-11-11 07:33:10,0.0,0.0,0.0,0.003434,OFF
2025-11-11 07:33:15,234.51,0.74,173.6,0.003482,ON
2025-11-11 07:33:20,242.7,0.83,201.4,0.003538,ON
2025-11-11 07:33:25,240.79,1.057,254.4,0.003609,ON
2025-11-11 07:33:30,241.35,0.723,174.4,0.003657,ON
2025-11-11 07:33:35,235.94,0.827,195.2,0.003712,ON
2025-11-11 07:33:40,240.7,0.961,231.3,0.003776,ON
2025-11-11 07:33:45,237.36,0.981,232.7,0.003841,ON
2025-11-11 07:33:50,241.07,1.035,249.5,0.00391,ON
